ts_code,end_date,current_eps,predicted_eps,predicted_eps_growth,predicted_rev_growth,n_analysts,eps_dispersion
300791.SZ,20250930,0.8523,1.7481,1.0511,0.0762,2,0.1105
300368.SZ,20250930,-0.0976,-0.0515,-0.4726,-0.3093,10,0.0041
002931.SZ,20250930,0.1,0.2122,1.1216,0.0871,1,0.0032
601968.SH,20250930,0.14,0.2496,0.7827,0.0699,1,0.007
002202.SZ,20250930,0.5969,1.2387,1.0753,0.3718,7,0.0254
002961.SZ,20250930,0.87,1.7646,1.0283,-0.0255,9,0.0568
600617.SH,20250930,-0.01,-0.0068,-0.322,-0.0346,1,0.0004
600063.SH,20250930,0.181,0.3596,0.987,-0.0102,3,0.011
600108.SH,20250930,0.0181,0.0206,0.1371,0.0706,7,0.0007
603272.SH,20250930,0.02,0.0094,-0.5289,0.1483,5,0.0007
002522.SZ,20250930,0.05,0.0962,0.9232,-0.0942,1,0.0046
300308.SZ,20250930,6.48,13.3891,1.0662,0.4719,3,0.2896
002841.SZ,20250930,1.26,2.6893,1.1344,0.0765,4,0.2485
002643.SZ,20250930,0.33,0.1373,-0.5838,0.0547,8,0.0063
300965.SZ,20250930,0.4289,0.8634,1.013,0.2046,5,0.0004
601008.SH,20250930,0.086,0.0966,0.1231,-0.0557,1,0.0001
300675.SZ,20250930,-0.4766,-0.2753,-0.4224,-0.2989,3,0.0145
688411.SH,20250930,3.58,5.7715,0.6122,0.5258,14,0.3237
300303.SZ,20250930,0.15,0.1376,-0.0827,0.1787,2,0.0118
002996.SZ,20250930,0.37,0.747,1.0188,0.0723,3,0.0312
300899.SZ,20250930,0.4852,0.9518,0.9616,0.9553,1,0.0503
603728.SH,20250930,0.119,0.059,-0.5044,0.0829,6,0.0073
002033.SZ,20250930,0.3493,0.615,0.7607,0.072,3,0.0423
688007.SH,20250930,-0.3,-0.1534,-0.4885,-0.2432,9,0.0012
300145.SZ,20250930,0.1479,0.2137,0.4451,-0.0451,4,0.0236
601116.SH,20250930,0.2091,0.332,0.5876,0.0324,10,0.0328
600773.SH,20250930,-0.118,-0.0643,-0.4549,2.7819,14,0.0015
300086.SZ,20250930,-0.2123,-0.1054,-0.5033,-0.0779,8,0.0075
603580.SH,20250930,0.1018,0.2151,1.1128,0.4796,2,0.029
300962.SZ,20250930,0.3402,0.6889,1.0251,0.0492,8,0.0065
601919.SH,20250930,1.74,3.5766,1.0555,-0.0556,1,0.2368
301367.SZ,20250930,2.0252,4.2923,1.1194,0.3443,16,0.0344
688710.SH,20250930,-0.1,-0.0519,-0.481,-0.357,3,0.003
301197.SZ,20250930,-0.18,-0.0993,-0.4482,0.1107,6,0.0048
002517.SZ,20250930,0.74,0.7566,0.0225,0.0324,4,0.0006
301591.SZ,20250930,0.7,1.0728,0.5326,-0.0144,5,0.0202
600742.SH,20250930,0.5282,1.0868,1.0575,0.0474,1,0.0303
600543.SH,20250930,-0.16,-0.0907,-0.4332,-0.2991,9,0.0003
603211.SH,20250930,0.21,0.4146,0.9742,0.0946,7,0.0053
600688.SH,20250930,-0.041,-0.0187,-0.5449,-0.0814,5,0.0005
600919.SH,20250930,1.59,1.8153,0.1417,0.0854,3,0.0831
688009.SH,20250930,0.22,0.3213,0.4603,0.0393,3,0.0219
600169.SH,20250930,0.0253,0.0506,0.9998,0.1067,4,0.0008
300967.SZ,20250930,0.9846,2.0278,1.0595,0.5935,1,0.1653
003003.SZ,20250930,0.2846,0.4363,0.5331,-0.1711,6,0.0026
300509.SZ,20250930,0.27,0.5675,1.1018,0.1337,9,0.0263
002732.SZ,20250930,0.34,0.24,-0.2942,-0.0966,5,0.014
301272.SZ,20250930,0.34,0.6997,1.0579,-0.0199,1,0.0718
002456.SZ,20250930,-0.0207,-0.0089,-0.5678,0.0917,3,0.0005
603682.SH,20250930,0.18,0.3568,0.9823,-0.0762,5,0.0012
600470.SH,20250930,-0.4,-0.2095,-0.4764,0.0237,5,0.0099
002192.SZ,20250930,0.5545,1.0994,0.9827,0.2805,4,0.0457
002254.SZ,20250930,0.04,0.018,-0.5509,-0.081,2,0.0001
300124.SZ,20250930,1.58,3.1805,1.013,0.238,5,0.0251
603217.SH,20250930,0.733,1.0721,0.4626,-0.0216,2,0.075
688181.SH,20250930,0.35,0.1722,-0.5081,0.1816,2,0.0057
920701.BJ,20250930,0.4,0.2499,-0.3753,0.1869,1,0.0057
301015.SZ,20250930,0.91,0.6544,-0.2809,-0.1172,8,0.033
300573.SZ,20250930,2.44,4.9139,1.0139,0.3704,2,0.5312
688627.SH,20250930,0.44,0.8936,1.0308,0.3597,3,0.027
688228.SH,20250930,-0.05,-0.0288,-0.4241,-0.0112,4,0.0022
300905.SZ,20250930,0.6,1.1524,0.9207,0.06,2,0.0088
300615.SZ,20250930,0.0748,0.1272,0.7006,0.9215,3,0.0002
603983.SH,20250930,0.61,0.6329,0.0376,0.3146,8,0.0132
002907.SZ,20250930,0.1735,0.3103,0.7883,-0.0027,12,0.0151
300705.SZ,20250930,0.82,1.6509,1.0132,0.0273,8,0.0442
300578.SZ,20250930,0.051,0.0283,-0.4451,0.0271,30,0.0006
600615.SH,20250930,0.023,0.0405,0.7624,3.3955,3,0.0021
603729.SH,20250930,-0.71,-0.338,-0.5239,0.282,4,0.0099
603660.SH,20250930,-0.6325,-0.3488,-0.4485,-0.011,5,0.0162
601018.SH,20250930,0.199,0.3763,0.8908,0.0807,3,0.0038
300590.SZ,20250930,0.1348,0.0654,-0.5151,-0.213,1,0.0011
603458.SH,20250930,-0.43,-0.2411,-0.4392,-0.0541,2,0.0174
300107.SZ,20250930,0.0106,0.0085,-0.1972,-0.1955,7,0.0003
601939.SH,20250930,1.0,2.1215,1.1215,0.0276,3,0.1445
600639.SH,20250930,0.3034,0.4517,0.4887,-0.3027,20,0.0018
603808.SH,20250930,0.31,0.6255,1.0177,-0.0715,1,0.0232
300056.SZ,20250930,-0.1212,-0.0674,-0.4435,-0.0113,5,0.0012
002935.SZ,20250930,0.0355,0.0403,0.1355,-0.0363,3,0.0014
002103.SZ,20250930,0.2368,0.4284,0.809,-0.0247,4,0.0264
600120.SH,20250930,0.24,0.4957,1.0653,-0.2747,2,0.0102
002859.SZ,20250930,0.41,0.631,0.5391,0.1331,6,0.0005
920876.BJ,20250930,0.0354,0.0154,-0.5645,0.2098,5,0.0005
301066.SZ,20250930,0.1,0.0488,-0.512,0.0489,6,0.0045
002958.SZ,20250930,0.57,1.0881,0.9089,-0.0554,14,0.089
601005.SH,20250930,-0.02,-0.0126,-0.3705,-0.076,3,0.0003
002209.SZ,20250930,0.5187,1.0691,1.061,0.3999,3,0.0407
601702.SH,20250930,0.9,1.9509,1.1677,0.2047,11,0.1386
603818.SH,20250930,-0.1,-0.0567,-0.4326,-0.0545,3,0.0017
603871.SH,20250930,0.64,0.955,0.4921,0.0036,2,0.0715
300483.SZ,20250930,-0.006,-0.0035,-0.4198,1.0067,2,0.0001
002329.SZ,20250930,-0.0596,-0.0322,-0.4604,-0.099,5,0.0005
002940.SZ,20250930,0.39,0.4828,0.238,-0.0797,1,0.007
002351.SZ,20250930,0.3373,0.2855,-0.1536,-0.075,1,0.0182
603018.SH,20250930,0.27,0.5162,0.912,-0.0737,16,0.0199
603066.SH,20250930,0.2121,0.144,-0.3211,-0.2298,1,0.0159
301381.SZ,20250930,0.5225,0.5715,0.0937,0.1701,1,0.016
605277.SH,20250930,0.49,0.7775,0.5866,0.1823,1,0.0138
603350.SH,20250930,0.83,0.8955,0.0789,0.3448,28,0.0627
601100.SH,20250930,1.56,2.6958,0.7281,0.1134,8,0.1324
600987.SH,20250930,0.473,0.9476,1.0034,-0.0384,10,0.0744
688733.SH,20250930,-0.07,-0.0385,-0.4495,0.15,9,0.0004
600406.SH,20250930,0.61,1.1315,0.8549,0.1364,1,0.0058
000036.SZ,20250930,0.0243,0.025,0.028,0.0016,5,0.0014
605081.SH,20250930,-0.73,-0.467,-0.3602,-0.1389,6,0.0047
600266.SH,20250930,0.2985,0.5877,0.9688,0.6409,9,0.0689
600817.SH,20250930,0.3497,0.291,-0.1678,-0.0812,16,0.0086
601339.SH,20250930,0.37,0.3918,0.0588,-0.0053,7,0.004
000655.SZ,20250930,0.3703,0.7698,1.0788,0.1035,4,0.0174
001234.SZ,20250930,0.3157,0.3449,0.0925,-0.029,7,0.0111
301529.SZ,20250930,1.28,2.6212,1.0478,0.3241,3,0.0252
688809.SH,20250930,2.57,5.2692,1.0503,0.6546,3,0.8319
002593.SZ,20250930,0.1,0.2084,1.0836,0.1976,3,0.0014
600234.SH,20250930,0.1184,0.2376,1.007,0.6221,2,0.0025
688318.SH,20250930,0.72,0.9768,0.3567,-0.1015,2,0.0742
001283.SZ,20250930,2.26,4.6426,1.0543,0.2221,2,0.0231
603395.SH,20250930,0.18,0.0859,-0.5227,-0.0787,9,0.0023
000883.SZ,20250930,0.36,0.5003,0.3897,-0.1421,12,0.0124
002093.SZ,20250930,0.1975,0.4045,1.048,0.0893,9,0.0262
300566.SZ,20250930,0.63,0.7104,0.1277,-0.0088,3,0.0361
688055.SH,20250930,-0.054,-0.0292,-0.4596,-0.2551,3,0.0023
688381.SH,20250930,-0.1037,-0.0522,-0.4963,0.1571,1,0.0009
688626.SH,20250930,0.29,0.177,-0.3897,0.0549,2,0.0085
000728.SZ,20250930,0.46,0.9503,1.0659,0.2259,5,0.0299
603360.SH,20250930,0.18,0.1252,-0.3047,0.1575,1,0.0027
600576.SH,20250930,0.1482,0.2161,0.4581,0.3181,1,0.0056
603377.SH,20250930,-0.14,-0.084,-0.4,-0.2087,2,0.0048
301379.SZ,20250930,0.5714,0.4806,-0.1588,0.2768,1,0.0208
000058.SZ,20250930,0.0754,0.1537,1.0383,0.0018,5,0.0025
603998.SH,20250930,0.61,1.1921,0.9542,-0.0608,4,0.016
002185.SZ,20250930,0.1686,0.3446,1.0438,0.1836,6,0.0231
001279.SZ,20250930,0.2848,0.2221,-0.2202,-0.0147,1,0.012
603727.SH,20250930,0.0844,0.047,-0.4429,-0.2851,3,0.0014
300376.SZ,20250930,0.04,0.033,-0.1755,0.0864,4,0.0009
301590.SZ,20250930,3.42,5.099,0.4909,-0.0331,2,0.1835
002028.SZ,20250930,2.81,3.9673,0.4118,0.3416,2,0.0682
000526.SZ,20250930,1.9477,2.8162,0.4459,0.183,19,0.1062
605016.SH,20250930,0.63,0.4501,-0.2856,0.1765,2,0.0047
002935.SZ,20250930,0.0355,0.0357,0.0046,-0.1257,5,0.0002
600986.SH,20250930,0.09,0.1778,0.9756,0.0153,12,0.0025
600706.SH,20250930,-0.1,-0.0489,-0.5115,-0.3478,10,0.0002
300645.SZ,20250930,0.05,0.0218,-0.5644,0.0374,3,0.0003
920871.BJ,20250930,0.16,0.0794,-0.5038,0.0101,1,0.0015
603767.SH,20250930,0.08,0.0549,-0.3133,0.0282,6,0.0009
300998.SZ,20250930,-0.1625,-0.0849,-0.4778,0.4198,3,0.0023
300812.SZ,20250930,0.25,0.4071,0.6284,0.0934,23,0.0108
002572.SZ,20250930,0.7077,1.4324,1.0241,-0.0659,4,0.0153
300087.SZ,20250930,-0.19,-0.092,-0.5156,-0.0718,2,0.0034
600191.SH,20250930,0.1181,0.232,0.9644,0.0233,2,0.0095
300346.SZ,20250930,0.44,0.5974,0.3578,0.0637,6,0.0527
605298.SH,20250930,0.27,0.532,0.9703,0.3409,17,0.0104
688478.SH,20250930,-0.08,-0.0379,-0.5269,-0.4449,7,0.0026
300518.SZ,20250930,-0.14,-0.0693,-0.5051,0.0415,3,0.0006
600230.SH,20250930,0.115,0.1902,0.6542,-0.087,4,0.0094
600303.SH,20250930,-0.32,-0.2085,-0.3484,0.2367,13,0.0192
688236.SH,20250930,0.5,0.3621,-0.2759,0.4579,3,0.0036
600684.SH,20250930,0.04,0.0818,1.0459,0.05,5,0.005
002562.SZ,20250930,0.0954,0.1881,0.9721,0.04,10,0.0109
600211.SH,20250930,2.24,4.0521,0.809,-0.0486,6,0.0283
603937.SH,20250930,-0.07,-0.0377,-0.4617,0.2469,1,0.0007
000761.SZ,20250930,-0.539,-0.2994,-0.4445,-0.0799,3,0.0221
000595.SZ,20250930,0.1,0.2024,1.0236,0.1019,2,0.0031
301376.SZ,20250930,0.68,1.3872,1.0399,0.0551,3,0.095
300492.SZ,20250930,1.27,2.5342,0.9954,0.1497,17,0.086
300366.SZ,20250930,-0.3276,-0.1736,-0.4702,0.0899,16,0.0077
688306.SH,20250930,-0.0447,-0.0217,-0.514,-0.0415,4,0.0013
688432.SH,20250930,0.1255,0.263,1.0957,-0.0103,8,0.0141
605108.SH,20250930,0.12,0.0619,-0.4839,0.012,1,0.0006
600981.SH,20250930,0.02,0.0117,-0.4149,0.0785,5,0.0008
603332.SH,20250930,0.26,0.4587,0.7641,-0.0968,2,0.039
688028.SH,20250930,0.4725,0.94,0.9894,0.1104,5,0.0756
002237.SZ,20250930,0.49,0.9214,0.8805,0.3158,7,0.0201
920703.BJ,20250930,0.52,0.3065,-0.4105,-0.3076,4,0.0037
301058.SZ,20250930,0.23,0.1331,-0.4215,0.2876,6,0.0002
920357.BJ,20250930,0.61,0.7579,0.2425,0.5588,5,0.0112
600906.SH,20250930,0.2,0.4027,1.0137,0.2061,1,0.0257
000816.SZ,20250930,0.0071,0.0052,-0.2669,-0.1621,6,0.0003
301003.SZ,20250930,0.82,0.9632,0.1747,-0.1747,2,0.0088
002657.SZ,20250930,-0.329,-0.1627,-0.5054,0.0544,4,0.0003
000923.SZ,20250930,0.8237,0.5136,-0.3765,-0.061,3,0.023
603183.SH,20250930,0.01,0.0059,-0.4115,-0.0975,9,0.0002
688639.SH,20250930,0.67,0.4591,-0.3148,0.4869,15,0.0077
000859.SZ,20250930,-0.07,-0.0316,-0.549,-0.0858,4,0.0025
688651.SH,20250930,-0.72,-0.3809,-0.471,0.1261,3,0.0388
300642.SZ,20250930,0.0356,0.0355,-0.0026,-0.2146,7,0.0006
002736.SZ,20250930,0.85,1.6981,0.9978,0.7306,5,0.1072
688625.SH,20250930,1.21,1.5221,0.2579,0.1266,3,0.0778
002694.SZ,20250930,-0.4213,-0.2503,-0.4058,0.0345,3,0.0095
603958.SH,20250930,-0.084,-0.049,-0.4169,0.8762,19,0.0013
600621.SH,20250930,0.48,0.6595,0.3739,0.363,9,0.0532
301088.SZ,20250930,0.1899,0.3286,0.7306,-0.0586,1,0.0234
300449.SZ,20250930,-0.1391,-0.0785,-0.4356,0.4416,4,0.0022
301002.SZ,20250930,0.06,0.12,1.0007,0.0946,11,0.0121
000930.SZ,20250930,0.0427,0.0571,0.3377,-0.1688,2,0.0006
603393.SH,20250930,1.92,3.975,1.0703,0.0259,4,0.0352
300436.SZ,20250930,-0.7006,-0.3746,-0.4654,-0.045,1,0.0046
000404.SZ,20250930,0.5516,1.1008,0.9957,-0.0224,7,0.0128
603173.SH,20250930,2.18,4.559,1.0913,0.2857,3,0.0713
600017.SH,20250930,0.17,0.3547,1.0866,-0.0621,2,0.0018
688017.SH,20250930,0.5112,1.0658,1.0849,0.5018,4,0.0668
600072.SH,20250930,-0.9516,-0.462,-0.5145,0.2733,1,0.001
601991.SH,20250930,0.299,0.6095,1.0385,0.015,3,0.0383
603406.SH,20250930,0.89,1.7647,0.9828,-0.093,4,0.0343
300951.SZ,20250930,0.85,0.447,-0.4741,0.0249,4,0.0382
002803.SZ,20250930,0.53,0.3307,-0.3761,0.3412,2,0.0299
600853.SH,20250930,0.25,0.2064,-0.1746,-0.0659,1,0.0159
300881.SZ,20250930,1.3786,1.8051,0.3094,0.1763,16,0.043
301037.SZ,20250930,0.0509,0.0254,-0.5002,-0.2171,1,0.0013
002575.SZ,20250930,-0.04,-0.0177,-0.5572,0.2498,1,0.0008
603439.SH,20250930,0.2,0.1582,-0.209,-0.3009,11,0.0095
000030.SZ,20250930,0.2557,0.5179,1.0254,0.0426,5,0.0049
920010.BJ,20250930,0.12,0.0856,-0.287,-0.1324,5,0.0021
300841.SZ,20250930,1.4553,0.6742,-0.5367,-0.2072,4,0.022
301186.SZ,20250930,1.39,1.5177,0.0919,0.1203,1,0.0407
600477.SH,20250930,0.0628,0.1212,0.9297,-0.0715,8,0.0004
920346.BJ,20250930,0.42,0.363,-0.1357,0.0805,2,0.007
600599.SH,20250930,0.082,0.0416,-0.493,-0.3088,2,0.0035
601077.SH,20250930,0.92,1.3059,0.4194,0.0132,3,0.0546
002767.SZ,20250930,0.1391,0.2825,1.0306,0.0718,1,0.0211
000546.SZ,20250930,-0.131,-0.0714,-0.4548,0.4737,7,0.0009
600643.SH,20250930,0.118,0.1898,0.6083,0.0048,14,0.0121
600676.SH,20250930,-0.03,-0.015,-0.4994,0.0492,1,0.0003
688305.SH,20250930,0.5535,0.2992,-0.4594,0.0409,11,0.0016
002119.SZ,20250930,0.26,0.5205,1.0019,0.0575,1,0.0111
603610.SH,20250930,0.42,0.4312,0.0267,0.0276,2,0.0073
603421.SH,20250930,-0.52,-0.2391,-0.5402,-0.4686,2,0.0091
301665.SZ,20250930,0.85,1.6975,0.9971,0.255,6,0.0719
600415.SH,20250930,0.63,1.2734,1.0213,0.2605,9,0.0529
000726.SZ,20250930,0.62,1.2729,1.053,0.008,20,0.0607
000553.SZ,20250930,-0.1815,-0.1057,-0.4178,0.0033,1,0.0015
600008.SH,20250930,0.1954,0.1688,-0.1361,-0.0634,3,0.0034
300386.SZ,20250930,0.02,0.0101,-0.4975,-0.0123,5,0.0004
300254.SZ,20250930,0.0922,0.0896,-0.0278,0.0226,13,0.0014
000839.SZ,20250930,0.0022,0.0011,-0.4813,-0.0433,3,0.0001
603583.SH,20250930,0.99,1.9998,1.02,0.1826,2,0.0078
603121.SH,20250930,0.08,0.0669,-0.164,-0.0925,3,0.0011
688073.SH,20250930,1.37,1.6603,0.2119,0.1968,5,0.0398
002717.SZ,20250930,-0.11,-0.0531,-0.517,-0.7524,6,0.0018
300306.SZ,20250930,0.18,0.3707,1.0595,-0.0487,14,0.0262
001201.SZ,20250930,0.04,0.0213,-0.4687,0.5343,1,0.0003
603091.SH,20250930,1.94,2.34,0.2062,-0.0696,1,0.0058
002088.SZ,20250930,0.1983,0.2472,0.2465,-0.3262,1,0.0255
920252.BJ,20250930,0.07,0.0466,-0.3336,-0.0462,4,0.0025
301070.SZ,20250930,0.2403,0.3871,0.6111,-0.1649,6,0.0154
002702.SZ,20250930,-0.0507,-0.0323,-0.3621,-0.1262,4,0.0024
002927.SZ,20250930,0.15,0.0778,-0.4815,-0.0405,7,0.0025
600121.SH,20250930,-0.3137,-0.1555,-0.5044,-0.1456,7,0.0031
300755.SZ,20250930,-0.48,-0.2143,-0.5535,-0.322,18,0.0128
601998.SH,20250930,0.89,0.6245,-0.2983,0.0061,4,0.0283
601136.SH,20250930,0.29,0.5092,0.7557,0.0508,2,0.0441
002942.SZ,20250930,0.66,1.0239,0.5514,0.1002,5,0.0143
300554.SZ,20250930,-0.1694,-0.0926,-0.4531,-0.384,4,0.0045
603318.SH,20250930,-0.1,-0.046,-0.5402,0.0241,8,0.0019
301221.SZ,20250930,0.4834,0.9683,1.0032,0.2767,1,0.0055
603129.SH,20250930,9.29,13.2631,0.4277,0.2979,1,0.1665
601218.SH,20250930,0.1177,0.2334,0.983,0.2344,1,0.0093
300396.SZ,20250930,-0.32,-0.1583,-0.5053,-0.579,3,0.0033
600416.SH,20250930,0.15,0.3005,1.0033,0.0726,2,0.0117
603317.SH,20250930,0.3709,0.355,-0.0429,0.0138,6,0.0007
605056.SH,20250930,0.32,0.6497,1.0304,0.3708,1,0.0466
601127.SH,20250930,3.34,6.4239,0.9233,0.0338,6,0.5063
301086.SZ,20250930,0.91,1.496,0.6439,0.0149,4,0.0203
000786.SZ,20250930,1.531,3.2334,1.112,0.0088,7,0.0704
688223.SH,20250930,-0.39,-0.1814,-0.5349,-0.3762,12,0.0015
000880.SZ,20250930,0.4,0.8321,1.0802,0.519,5,0.0019
603811.SH,20250930,0.45,0.9073,1.0162,0.1192,1,0.0564
000581.SZ,20250930,1.19,2.4605,1.0677,0.0842,3,0.1627
605299.SH,20250930,0.09,0.1816,1.0183,0.1703,9,0.0011
603390.SH,20250930,0.16,0.3293,1.0583,0.6727,1,0.0168
603200.SH,20250930,0.6808,1.412,1.074,-0.0489,1,0.1305
301280.SZ,20250930,1.19,1.4901,0.2522,0.1443,10,0.1477
300201.SZ,20250930,0.1873,0.3973,1.1211,0.2599,2,0.0236
002930.SZ,20250930,-0.08,-0.0444,-0.4444,-0.1992,8,0.0027
000596.SZ,20250930,7.49,7.8627,0.0498,-0.1141,3,0.3138
688496.SH,20250930,-0.1,-0.0555,-0.4449,-0.1455,5,0.0016
920068.BJ,20250930,0.099,0.0552,-0.4422,-0.2134,4,0.0019
601021.SH,20250930,2.4,2.6249,0.0937,-0.0118,5,0.0095
920806.BJ,20250930,0.08,0.0443,-0.4467,-0.2673,22,0.0033
300170.SZ,20250930,0.15,0.3083,1.0552,0.0266,3,0.0124
300382.SZ,20250930,0.02,0.0117,-0.4136,0.5226,4,0.0006
920510.BJ,20250930,-0.05,-0.0299,-0.401,-0.155,3,0.0008
002335.SZ,20250930,0.73,1.424,0.9506,0.0701,2,0.1146
688365.SH,20250930,-0.04,-0.0218,-0.454,0.1385,14,0.0015
301217.SZ,20250930,0.08,0.1567,0.9588,0.5058,1,0.0032
688316.SH,20250930,-1.05,-0.5438,-0.4821,-0.2043,9,0.0085
600020.SH,20250930,0.3895,0.6616,0.6987,0.042,3,0.0322
002659.SZ,20250930,0.002,0.0011,-0.4605,0.0985,1,0.0001
688334.SH,20250930,0.6239,1.2677,1.0319,0.1762,15,0.1776
920098.BJ,20250930,0.63,0.3296,-0.4768,0.0236,4,0.0105
300887.SZ,20250930,-0.3644,-0.1704,-0.5324,-0.1836,6,0.0087
300214.SZ,20250930,0.0086,0.0073,-0.1481,0.1513,5,0.0002
601916.SH,20250930,0.42,0.8257,0.966,-0.1046,2,0.0076
300723.SZ,20250930,-0.3013,-0.1907,-0.3672,-0.2822,22,0.0009
301171.SZ,20250930,0.43,0.8605,1.0013,0.5473,1,0.0033
603021.SH,20250930,-0.3,-0.1778,-0.4074,-0.0679,1,0.0033
603319.SH,20250930,0.39,0.363,-0.0691,0.0899,3,0.0091
601133.SH,20250930,0.25,0.5087,1.0349,-0.1398,11,0.0172
301326.SZ,20250930,-0.1741,-0.0992,-0.43,0.633,12,0.003
300871.SZ,20250930,1.0134,1.9903,0.964,0.5933,4,0.028
301528.SZ,20250930,0.5856,1.1813,1.0173,0.3568,12,0.0067
920925.BJ,20250930,0.18,0.2011,0.1174,0.8325,5,0.0039
301082.SZ,20250930,0.14,0.2103,0.5022,0.3477,14,0.0108
688583.SH,20250930,0.92,0.9198,-0.0002,0.1578,3,0.0637
920593.BJ,20250930,0.14,0.0789,-0.4361,0.1059,9,0.0074
003020.SZ,20250930,0.64,1.2502,0.9535,-0.0307,6,0.0189
002366.SZ,20250930,-0.0352,-0.0229,-0.348,0.048,2,0.0001
688696.SH,20250930,1.18,2.4601,1.0848,-0.0247,3,0.0549
688100.SH,20250930,0.97,1.9977,1.0595,0.1042,2,0.1556
300795.SZ,20250930,0.12,0.0663,-0.4473,-0.089,1,0.0022
002443.SZ,20250930,0.1808,0.3542,0.9591,-0.0537,4,0.0046
001270.SZ,20250930,0.444,0.8829,0.9886,2.0294,3,0.0105
920970.BJ,20250930,-0.1,-0.0536,-0.4644,0.0134,3,0.0
600019.SH,20250930,0.37,0.2358,-0.3628,-0.0313,1,0.0136
002304.SZ,20250930,2.6387,1.9132,-0.2749,-0.3018,3,0.04
603501.SH,20250930,2.67,5.4031,1.0236,0.1642,2,0.3148
300018.SZ,20250930,0.23,0.451,0.9607,0.2037,7,0.0027
002121.SZ,20250930,0.1396,0.2734,0.9585,0.2687,3,0.002
001236.SZ,20250930,0.0021,0.001,-0.5171,-0.7814,10,0.0
603351.SH,20250930,0.84,0.8524,0.0147,0.0013,1,0.0365
002956.SZ,20250930,0.59,1.2074,1.0464,0.1879,3,0.0563
001288.SZ,20250930,0.54,0.5757,0.0661,0.3667,1,0.0082
000555.SZ,20250930,-0.1111,-0.0505,-0.5455,0.2894,15,0.001
600339.SH,20250930,0.0937,0.1926,1.055,0.1352,3,0.0103
601009.SH,20250930,1.54,1.3824,-0.1024,0.0415,5,0.0133
001218.SZ,20250930,0.772,1.6077,1.0825,0.3328,8,0.027
002066.SZ,20250930,0.0089,0.0046,-0.4801,-0.1683,12,0.0
688037.SH,20250930,-0.05,-0.0273,-0.4535,-0.139,9,0.0007
688503.SH,20250930,0.99,0.9078,-0.083,0.1076,1,0.0071
603956.SH,20250930,-0.14,-0.0752,-0.4626,-0.2208,2,0.0026
000581.SZ,20250930,1.19,2.4653,1.0717,0.0303,5,0.0141
600487.SH,20250930,0.98,1.112,0.1347,0.2036,5,0.022
920566.BJ,20250930,0.38,0.196,-0.4843,0.0104,1,0.0165
688150.SH,20250930,0.45,0.9047,1.0104,0.1681,1,0.0369
600716.SH,20250930,0.0096,0.006,-0.3765,2.1696,10,0.0003
688802.SH,20250930,-1.09,-0.6196,-0.4315,4.4985,1,0.0413
688630.SH,20250930,1.51,2.9862,0.9776,0.2874,3,0.0401
001356.SZ,20250930,0.14,0.082,-0.414,-0.0949,2,0.0006
601696.SH,20250930,0.31,0.4164,0.3432,0.2524,7,0.0179
300029.SZ,20250930,-0.0731,-0.0381,-0.4781,-0.5187,7,0.0009
002171.SZ,20250930,0.237,0.4404,0.8582,0.1364,4,0.0071
920227.BJ,20250930,0.77,0.5774,-0.2502,0.0424,4,0.0354
002541.SZ,20250930,0.722,0.5768,-0.201,0.0114,4,0.0547
688484.SH,20250930,0.45,0.3948,-0.1227,0.3048,4,0.0048
920195.BJ,20250930,0.82,0.7738,-0.0563,0.1798,1,0.0054
301123.SZ,20250930,0.1222,0.1516,0.2403,0.3163,12,0.0069
002651.SZ,20250930,0.08,0.0539,-0.3258,-0.1177,2,0.0012
000929.SZ,20250930,0.0591,0.0821,0.3889,0.2619,9,0.0015
603201.SH,20250930,0.87,1.7168,0.9733,0.0132,1,0.0546
300447.SZ,20250930,0.1021,0.0933,-0.0857,-0.1239,5,0.0045
002062.SZ,20250930,0.2,0.1759,-0.1204,0.0149,5,0.0116
603113.SH,20250930,-0.09,-0.0449,-0.5007,0.0475,1,0.0005
002431.SZ,20250930,-0.29,-0.1348,-0.535,-0.1787,2,0.0056
603665.SH,20250930,0.82,1.6663,1.032,0.0875,2,0.0705
300891.SZ,20250930,-0.0282,-0.0155,-0.4516,0.081,4,0.0002
002661.SZ,20250930,0.403,0.8252,1.0477,-0.1381,2,0.0743
002824.SZ,20250930,0.35,0.2989,-0.146,0.1847,1,0.035
300959.SZ,20250930,0.04,0.0318,-0.2047,-0.4293,8,0.0004
300081.SZ,20250930,-0.2503,-0.1167,-0.5337,-0.0095,7,0.0023
603583.SH,20250930,0.99,1.9714,0.9913,0.1947,1,0.0773
600066.SH,20250930,1.49,3.0102,1.0203,0.1428,6,0.0732
003017.SZ,20250930,0.9846,1.5954,0.6204,0.0906,2,0.056
001358.SZ,20250930,0.37,0.2162,-0.4157,0.1182,2,0.0181
600883.SH,20250930,0.0942,0.0494,-0.4756,0.6118,3,0.0012
300137.SZ,20250930,0.01,0.0056,-0.4388,0.0113,3,0.0001
300394.SZ,20250930,1.8863,3.6247,0.9216,0.6132,14,0.0347
920427.BJ,20250930,0.04,0.0213,-0.4669,0.316,12,0.0021
002392.SZ,20250930,0.29,0.2562,-0.1166,0.1109,2,0.0039
603711.SH,20250930,-0.22,-0.1105,-0.4977,-0.0953,2,0.0055
300467.SZ,20250930,0.09,0.0555,-0.3832,-0.0359,9,0.0024
